"Kod";"Nazwa";"ogółem;2002;[zł]";"ogółem;2003;[zł]";"ogółem;2004;[zł]";"ogółem;2005;[zł]";"ogółem;2006;[zł]";"ogółem;2007;[zł]";"ogółem;2008;[zł]";"ogółem;2009;[zł]";"ogółem;2010;[zł]";"ogółem;2011;[zł]";"ogółem;2012;[zł]";"ogółem;2013;[zł]";"ogółem;2014;[zł]";"ogółem;2015;[zł]";
2244876000;"Powiat m.Świętochłowice";1922,12;1925,65;2036,42;2107,74;2213,47;2381,12;2509,03;2628,03;2672,57;2755,39;2926,12;3022,76;3145,07;3260,66;
2244900000;"PODREGION 49 - RYBNICKI";2504,79;2446,93;2504,35;2678,63;2813,94;3046,56;3412,84;3502,92;3725,79;4201,50;4177,22;4379,72;4510,10;4491,17;
2244911000;"Powiat raciborski";1819,99;1975,88;2105,27;2155,92;2264,95;2498,57;2829,47;2917,17;3016,16;3192,56;3344,49;3422,60;3579,20;3735,23;
2244912000;"Powiat rybnicki";1976,41;2017,91;2110,54;2149,86;2198,94;2359,47;2533,82;2779,46;2864,91;3109,11;3217,20;3345,95;3508,61;3624,92;
2244915000;"Powiat wodzisławski";1688,32;1741,56;1811,68;1899,20;1974,66;2127,50;2346,50;2495,21;2603,44;2724,60;2904,69;3000,56;3139,42;3211,61;
2244967000;"Powiat m.Jastrzębie-Zdrój";3063,62;3197,70;3408,53;3769,78;3965,34;4318,46;4822,06;4851,26;5213,89;6324,79;5974,57;6384,43;6536,76;6182,71;
2244973000;"Powiat m.Rybnik";2814,53;2479,42;2244,12;2338,10;2447,61;2648,18;2967,36;3111,71;3226,18;3353,40;3459,52;3507,69;3607,45;3762,40;
2244979000;"Powiat m.Żory";1719,84;1790,04;1900,97;1912,65;1964,02;2132,51;2410,64;2573,77;2946,80;3079,04;3224,73;3391,95;3534,18;3613,55;
2245000000;"PODREGION 50 - SOSNOWIECKI";2115,63;2180,51;2269,42;2360,09;2542,30;2744,60;3054,06;3269,87;3399,02;3604,29;3691,92;3844,08;3969,09;4210,86;
2245001000;"Powiat będziński";1970,80;2076,70;2111,27;2102,80;2239,04;2370,56;2579,39;2733,77;2883,64;3019,92;3063,96;3228,89;3281,19;3451,24;
2245016000;"Powiat zawierciański";1859,17;1929,28;2064,96;2109,64;2282,45;2494,65;2732,55;2888,32;2999,84;3210,05;3247,65;3301,47;3507,52;3681,04;
2245065000;"Powiat m.Dąbrowa Górnicza";2348,19;2384,65;2519,76;2641,41;2826,02;3088,83;3386,12;3649,12;3792,57;4060,01;4255,34;4324,15;4445,38;4613,23;
2245068000;"Powiat m.Jaworzno";2372,25;2450,31;2539,98;2753,98;3035,84;3230,36;3608,26;3920,16;4046,73;4369,87;4226,59;4704,74;4714,66;5333,82;
2245075000;"Powiat m.Sosnowiec";2007,92;2086,10;2133,39;2196,13;2333,91;2524,96;2880,92;2988,73;3112,78;3236,16;3372,99;3480,50;3624,37;3706,45;
2245100000;"PODREGION 51 - TYSKI";2511,80;2163,01;2199,05;2248,45;2389,91;2627,59;2860,29;2933,25;3083,62;3237,93;3355,99;3476,82;3593,28;3764,99;
2245108000;"Powiat mikołowski";2158,84;2258,65;2344,44;2373,42;2447,17;2656,88;2656,42;2724,55;2896,18;3111,51;3198,68;3333,56;3431,97;3657,03;
2245110000;"Powiat pszczyński";1848,17;1887,53;1963,69;2028,84;2183,36;2389,21;2657,86;2719,86;2817,82;2892,32;3056,79;3148,91;3254,73;3372,27;
2245114000;"Powiat bieruńsko-lędziński";1909,20;1969,95;2063,82;2120,79;2196,05;2427,10;2687,30;2865,18;3067,58;3266,00;3375,35;3463,60;3621,81;3657,77;
2245177000;"Powiat m.Tychy";2893,06;2288,19;2264,05;2313,10;2500,39;2766,57;3073,55;3127,98;3292,32;3443,06;3558,72;3691,88;3819,32;4011,32;
3000000000;"Region wschodni";1928,67;1992,31;2075,78;2147,58;2250,86;2450,63;2714,60;2835,04;2987,67;3142,58;3268,47;3384,37;3496,53;3611,16;
3060000000;"LUBELSKIE";1941,01;1995,50;2096,15;2180,18;2290,60;2486,22;2771,99;2891,30;3099,60;3257,14;3382,66;3488,61;3605,03;3699,48;
3060900000;"PODREGION   9 - BIALSKI";1749,85;1794,77;1909,74;1984,56;2074,52;2224,17;2481,51;2649,16;2841,15;2999,58;3099,43;3198,96;3282,31;3363,24;
3060901000;"Powiat bialski";1613,51;1666,91;1760,50;1822,43;1900,54;2042,47;2276,07;2439,05;2611,73;2732,50;2862,82;2949,52;3045,06;3127,01;
3060913000;"Powiat parczewski";1670,96;1740,20;1848,49;1946,46;1995,22;2195,87;2413,25;2520,65;2678,25;2883,33;2994,80;3037,61;3169,06;3217,95;
3060915000;"Powiat radzyński";1811,30;1888,95;1983,41;2029,21;2118,22;2231,93;2461,63;2596,92;2723,52;2853,46;2966,60;3169,19;3206,39;3243,52;
3060919000;"Powiat włodawski";1772,17;1838,50;1869,90;1887,37;1960,40;2142,24;2428,65;2572,52;2744,77;2898,66;3032,38;3073,43;3174,79;3267,12;
3060961000;"Powiat m.Biała Podlaska";1818,70;1834,22;1994,06;2111,78;2230,17;2371,55;2649,61;2853,38;3112,71;3305,79;3370,69;3461,96;3539,80;3643,59;
3061000000;"PODREGION 10 - CHEŁMSKO-ZAMOJSKI";1811,09;1850,61;1925,43;1971,87;2096,50;2294,10;2537,75;2671,98;2759,07;2923,32;3043,53;3130,90;3233,74;3347,11;
3061002000;"Powiat biłgorajski";1772,75;1823,67;1916,89;1959,22;2108,96;2274,16;2480,05;2602,42;2663,43;2829,98;3009,52;3088,20;3200,89;3343,68;
3061003000;"Powiat chełmski";1771,12;1862,96;1910,40;2017,81;2004,43;2182,50;2373,49;2519,99;2632,14;2850,62;2940,49;3021,08;3150,13;3251,54;
3061004000;"Powiat hrubieszowski";1780,06;1795,42;1889,41;1930,63;2038,50;2195,60;2397,30;2595,21;2748,08;2967,86;3109,48;3116,46;3194,54;3275,78;
3061006000;"Powiat krasnostawski";1746,44;1786,44;1875,20;1943,03;2069,11;2298,87;2541,52;2607,10;2805,57;2983,35;3060,62;3128,85;3236,28;3315,19;
3061018000;"Powiat tomaszowski";1681,71;1721,63;1790,56;1854,38;1942,25;2099,05;2318,00;2433,30;2610,51;2739,50;2860,83;2931,59;3034,51;3144,81;
3061020000;"Powiat zamojski";1554,29;1590,52;1669,18;1754,81;1833,76;1969,60;2219,60;2350,53;2548,07;2726,29;2778,35;2870,16;3005,11;3021,19;
3061062000;"Powiat m.Chełm";1897,69;1951,04;1971,97;1987,04;2077,69;2263,06;2521,72;2683,17;2829,46;2942,39;3099,95;3184,22;3259,18;3371,93;
3061064000;"Powiat m.Zamość";1970,57;1994,35;2107,99;2146,17;2359,35;2643,00;2934,69;3073,42;2991,81;3163,05;3267,28;3410,42;3511,40;3684,12;
3061100000;"PODREGION 11 - LUBELSKI";2112,51;2176,34;2286,36;2384,49;2495,68;2707,92;3025,84;3136,45;3410,28;3551,29;3683,93;3799,31;3945,88;4020,39;
3061108000;"Powiat lubartowski";1682,56;1756,07;1826,28;1907,49;2008,64;2169,07;2463,30;2566,02;2746,86;2858,35;2888,47;2993,79;3089,12;3144,70;
3061109000;"Powiat lubelski";1715,90;1760,62;1880,39;1947,03;2027,08;2239,56;2441,73;2538,59;2657,52;2798,89;2946,90;3029,43;3141,58;3239,53;
3061110000;"Powiat łęczyński";3043,88;3108,53;3240,27;3454,18;3448,71;3655,76;4133,75;4417,20;4428,15;4758,24;4942,31;5138,84;5375,67;5112,84;
3061117000;"Powiat świdnicki";1781,19;1866,58;1957,88;2022,02;2137,72;2344,74;2691,15;2791,36;2885,70;3124,46;3491,18;3620,47;3847,83;4050,02;
3061163000;"Powiat m.Lublin";2145,22;2207,83;2323,15;2419,23;2545,84;2762,84;3076,91;3178,15;3489,07;3606,97;3710,80;3820,91;3955,65;4060,17;
3061200000;"PODREGION 12 - PUŁAWSKI";1830,40;1882,83;1980,22;2064,54;2163,44;2327,74;2592,02;2690,89;2827,47;3013,12;3127,01;3236,43;3332,48;3454,98;
3061205000;"Powiat janowski";1673,03;1741,61;1832,11;1911,90;1965,57;2091,05;2286,58;2357,98;2615,62;2826,82;2972,10;3100,51;3321,20;3436,38;
3061207000;"Powiat kraśnicki";1719,08;1805,99;1912,75;1930,26;2014,44;2159,55;2365,43;2388,93;2569,07;2721,15;2871,55;2953,64;3125,11;3197,23;
3061211000;"Powiat łukowski";1611,35;1671,82;1738,95;1809,66;1949,60;2126,95;2371,79;2451,27;2585,92;2707,26;2764,56;2883,30;2955,72;3065,51;
3061212000;"Powiat opolski";1775,14;1839,54;1918,51;1939,72;2018,90;2193,68;2444,77;2579,52;2721,60;2839,48;2991,25;3020,99;3129,37;3257,97;
3061214000;"Powiat puławski";2087,67;2110,97;2238,68;2399,71;2503,08;2689,62;3043,07;3178,30;3235,16;3542,20;3662,83;3785,23;3855,51;4022,67;
3061216000;"Powiat rycki";1715,91;1788,47;1867,18;1940,70;2022,99;2184,01;2409,35;2533,13;2746,58;2837,68;2912,71;3050,99;3101,76;3207,52;
3180000000;"PODKARPACKIE";1875,41;1950,01;2018,59;2081,76;2179,57;2372,82;2614,12;2740,89;2877,43;3023,21;3152,36;3282,69;3412,30;3527,62;
3183300000;"PODREGION 33 - KROŚNIEŃSKI";1798,03;1860,45;1909,85;1947,51;2032,45;2209,54;2401,06;2545,81;2650,41;2796,37;2897,31;3021,02;3120,10;3238,01;
3183301000;"Powiat bieszczadzki";1736,13;1772,54;1847,82;1935,38;2029,72;2305,75;2540,23;2622,01;2731,51;2945,50;3109,58;3237,17;3378,84;3448,24;
3183302000;"Powiat brzozowski";1651,43;1708,36;1807,55;1884,41;1971,16;2146,82;2398,77;2503,33;2639,74;2802,56;2910,02;2964,62;3077,51;3162,84;
3183305000;"Powiat jasielski";1796,53;1881,71;1953,19;2015,94;2102,07;2302,79;2526,69;2668,98;2785,99;2962,03;2999,90;3038,82;3138,20;3262,91;
3183307000;"Powiat krośnieński";1802,43;1794,75;1838,91;1853,29;1940,57;2119,06;2297,06;2363,87;2501,90;2677,64;2800,23;2887,05;2958,89;3021,31;
3183317000;"Powiat sanocki";1809,52;1914,67;1961,82;1982,89;2085,62;2232,15;2417,47;2550,71;2677,55;2819,31;2918,66;3078,45;3153,53;3251,52;
3183321000;"Powiat leski";1868,64;1993,50;2044,95;2125,58;2245,66;2463,03;2622,66;2779,21;2872,05;2992,87;3119,93;3283,39;3361,02;3504,61;
3183361000;"Powiat m.Krosno";1826,48;1869,83;1886,53;1904,52;1968,73;2136,54;2300,35;2494,56;2552,74;2656,48;2783,69;2980,59;3099,79;3266,12;
3183400000;"PODREGION 34 - PRZEMYSKI";1798,23;1868,53;1935,70;2000,39;2086,09;2273,59;2505,93;2630,28;2764,67;2949,43;3075,10;3185,68;3273,45;3384,37;
3183404000;"Powiat jarosławski";1774,22;1855,62;1895,20;2019,56;2156,50;2336,92;2532,07;2707,32;2819,04;2971,94;3141,89;3328,63;3438,32;3546,57;
3183409000;"Powiat lubaczowski";1709,40;1783,36;1897,86;1865,88;1969,42;2139,09;2301,49;2372,11;2539,38;2753,01;2889,91;2951,96;3058,68;3168,23;
3183413000;"Powiat przemyski";1659,36;1750,00;1815,79;1915,04;2003,47;2164,44;2450,61;2523,89;2670,63;2846,23;2977,42;3036,69;3135,55;3195,46;
3183414000;"Powiat przeworski";1812,22;1860,14;1956,22;1998,32;2008,13;2247,82;2491,63;2496,09;2636,31;2787,16;2859,57;2931,78;2977,07;3130,09;
3183462000;"Powiat m.Przemyśl";1882,89;1953,04;2008,61;2060,24;2132,73;2315,22;2587,68;2778,98;2913,67;3141,56;3234,16;3325,50;3407,88;3501,18;
3183500000;"PODREGION 35 - RZESZOWSKI";1957,09;2037,18;2110,67;2213,26;2304,34;2499,60;2802,51;2940,61;3103,60;3220,79;3361,22;3505,38;3675,54;3808,78;
3183506000;"Powiat kolbuszowski";1742,39;1772,30;1829,12;1900,33;1987,62;2161,39;2340,99;2453,69;2522,72;2623,83;2745,76;2929,58;3038,55;3112,52;
3183510000;"Powiat łańcucki";1688,74;1789,23;1792,52;1852,10;1908,26;2104,04;2270,63;2360,50;2514,28;2705,71;2818,62;2890,03;3008,61;3115,76;
3183515000;"Powiat ropczycko-sędziszowski";1811,48;1856,52;1915,39;2002,16;2069,70;2212,29;2422,51;2551,53;2757,27;2895,86;3036,58;3138,68;3236,75;3365,62;
3183516000;"Powiat rzeszowski";1688,71;1758,13;1818,78;1908,72;1956,73;2127,20;2340,74;2507,46;2678,29;2834,47;2937,37;3070,98;3200,41;3333,91;
3183519000;"Powiat strzyżowski";1641,26;1715,32;1777,59;1800,26;1883,32;2050,88;2254,75;2470,21;2578,65;2617,44;2707,08;2786,37;2891,28;2990,08;
3183563000;"Powiat m.Rzeszów";2102,03;2199,08;2292,86;2416,75;2522,57;2734,81;3107,71;3258,06;3428,12;3532,66;3702,54;3859,86;4087,48;4231,81;
3183600000;"PODREGION 36 - TARNOBRZESKI";1875,65;1956,07;2035,25;2073,60;2191,62;2391,58;2603,95;2701,89;2829,12;2985,28;3123,38;3249,28;3374,13;3462,01;
3183603000;"Powiat dębicki";1849,58;1941,53;2046,57;2104,23;2157,58;2318,93;2538,72;2620,42;2716,29;2867,63;3019,26;3165,79;3290,06;3401,58;
3183608000;"Powiat leżajski";1931,82;2045,77;2025,61;2060,05;2177,11;2360,16;2583,32;2739,81;2901,37;3034,18;3104,99;3146,29;3225,11;3302,16;
3183611000;"Powiat mielecki";1850,06;1944,29;2078,11;2089,18;2230,13;2414,94;2603,51;2742,50;2902,92;3066,66;3187,11;3329,68;3485,31;3532,30;
3183612000;"Powiat niżański";1613,55;1677,53;1764,88;1789,27;1926,57;2124,52;2311,63;2426,38;2532,52;2664,35;2798,39;2890,57;2978,46;3017,94;
3183618000;"Powiat stalowowolski";1947,06;2009,03;2051,05;2101,73;2264,72;2546,18;2811,39;2844,09;2961,71;3104,36;3260,12;3360,58;3513,55;3651,26;
3183620000;"Powiat tarnobrzeski";1929,52;2071,41;2195,94;2212,00;2346,81;2531,58;2647,13;2745,66;2900,30;3004,39;3176,95;3326,40;3496,49;3531,20;
3183664000;"Powiat m.Tarnobrzeg";1860,38;1883,44;1923,02;1987,12;2065,43;2225,23;2413,12;2562,71;2684,26;2930,04;3058,41;3200,51;3195,25;3284,02;
3200000000;"PODLASKIE";1958,00;2035,43;2107,50;2192,77;2307,59;2524,95;2781,21;2884,68;3019,83;3178,15;3310,71;3432,71;3530,17;3647,08;
3203700000;"PODREGION 37 - BIAŁOSTOCKI";2018,41;2121,77;2194,72;2279,47;2384,34;2616,93;2881,74;3024,01;3129,59;3255,08;3394,57;3506,84;3595,71;3723,50;
3203702000;"Powiat białostocki";1708,40;1793,97;1833,86;1923,23;2021,77;2263,87;2464,15;2570,03;2713,82;2860,23;3009,46;3098,95;3227,35;3338,72;
3203711000;"Powiat sokólski";1769,61;1820,51;1898,66;2015,59;2039,07;2270,82;2533,93;2698,52;2812,52;3013,21;3225,89;3204,46;3339,03;3408,27;
3203761000;"Powiat m.Białystok";2087,45;2201,82;2281,63;2365,00;2478,96;2715,96;2994,05;3144,60;3241,41;3360,36;3493,98;3627,02;3706,73;3844,68;
3203800000;"PODREGION 38 - ŁOMŻYŃSKI";1802,84;1857,00;1920,07;2005,90;2138,90;2354,05;2597,05;2682,75;2872,70;3062,15;3205,05;3357,85;3449,04;3557,43;
3203803000;"Powiat bielski";1785,87;1929,59;2005,19;2106,20;2276,78;2497,02;2769,76;2860,69;3202,72;3501,66;3777,64;3988,22;3938,92;3924,61;
3203805000;"Powiat hajnowski";1689,69;1729,53;1810,80;1875,20;2018,18;2386,72;2696,11;2644,90;2863,80;3130,49;3221,78;3317,56;3538,52;3715,52;
3203806000;"Powiat kolneński";1742,78;1800,83;1903,10;1989,20;2107,87;2272,53;2476,45;2611,20;2785,85;3025,50;3123,59;3208,86;3314,55;3393,65;
3203807000;"Powiat łomżyński";1881,91;1948,03;1989,40;2136,54;2247,81;2424,03;2728,53;2861,24;3112,25;3174,65;3354,22;3409,11;3525,59;3708,32;
3203810000;"Powiat siemiatycki";1778,46;1844,16;1912,02;1984,16;2029,63;2189,26;2402,98;2536,47;2670,09;2765,25;2948,59;3016,98;3157,37;3220,48;
3203813000;"Powiat wysokomazowiecki";1806,90;1893,71;1949,15;2015,32;2183,21;2389,50;2523,77;2690,76;2848,13;2988,31;3165,68;3373,05;3421,03;3552,72;
3203814000;"Powiat zambrowski";1742,30;1782,51;1840,20;1904,32;2033,01;2314,51;2455,89;2530,50;2759,38;2965,28;3019,12;3194,29;3380,00;3473,68;
3203862000;"Powiat m.Łomża";1895,81;1899,75;1944,97;2037,41;2164,31;2317,15;2608,55;2689,24;2782,23;2911,43;2972,85;3120,07;3207,62;3338,23;
3203900000;"PODREGION 39 - SUWALSKI";2001,26;2038,63;2126,43;2207,46;2320,03;2507,52;2762,83;2799,91;2948,36;3147,96;3249,44;3353,13;3482,16;3584,33;
3203901000;"Powiat augustowski";2349,22;2384,89;2531,24;2693,94;2828,33;2971,97;3213,15;2989,71;3175,28;3421,22;3444,77;3577,16;3667,63;3761,95;
3203904000;"Powiat grajewski";2079,11;2097,71;2206,24;2330,75;2594,84;2735,49;2930,68;2946,69;3175,63;3476,19;3639,09;3781,24;3958,15;3984,35;
3203908000;"Powiat moniecki";1784,58;1867,45;1956,54;2023,28;2119,69;2273,63;2533,05;2730,51;2842,09;3056,78;3167,47;3272,87;3358,70;3364,02;
3203909000;"Powiat sejneński";1778,57;1822,33;1889,23;2007,29;2071,63;2279,12;2507,14;2634,04;2919,77;3182,20;3329,20;3380,72;3425,25;3564,40;
3203912000;"Powiat suwalski";1771,43;1863,45;1974,64;1992,83;2075,11;2190,91;2395,74;2534,52;2613,35;2695,75;2943,05;2975,50;3114,10;3120,95;
3203963000;"Powiat m.Suwałki";1908,06;1929,57;1977,27;2016,47;2067,27;2297,74;2584,35;2710,68;2811,62;2950,60;3029,62;3125,48;3260,75;3435,66;
3260000000;"ŚWIĘTOKRZYSKIE";1977,75;2024,41;2117,74;2173,15;2263,60;2467,07;2745,39;2868,09;2971,58;3137,91;3250,94;3349,81;3435,93;3580,62;
3265200000;"PODREGION 52 - KIELECKI";1968,35;2024,14;2114,95;2164,91;2256,19;2455,24;2740,22;2877,34;2966,95;3134,45;3232,85;3356,48;3431,51;3583,05;
3265204000;"Powiat kielecki";1905,11;1969,39;1989,97;1990,13;2066,64;2270,27;2462,98;2551,32;2709,04;2836,55;2914,39;3045,00;3095,16;3246,51;
3265205000;"Powiat konecki";1719,75;1758,59;1830,53;1917,46;2008,59;2206,84;2463,26;2619,11;2743,51;2916,44;3031,59;3157,76;3260,47;3355,31;
3265207000;"Powiat ostrowiecki";1771,96;1769,95;1923,31;1936,08;2056,26;2240,51;2558,17;2712,75;2827,82;2974,89;3084,28;3154,96;3225,91;3342,45;
3265210000;"Powiat skarżyski";1851,74;1921,53;2038,35;2101,52;2279,47;2556,94;2821,43;3035,02;2783,02;3001,61;3119,33;3280,83;3395,64;3448,29;
3265211000;"Powiat starachowicki";1683,31;1713,37;1817,73;1938,01;1967,82;2130,58;2402,85;2539,20;2671,49;2826,27;2963,95;3083,87;3199,99;3387,74;
3265261000;"Powiat m.Kielce";2154,27;2233,43;2320,83;2372,75;2461,78;2655,81;2953,74;3082,94;3200,80;3381,09;3467,85;3597,04;3669,64;3845,52;
3265300000;"PODREGION 53 - SANDOMIERSKO-JĘDRZEJOWSKI";2001,49;2025,06;2124,37;2192,58;2281,05;2495,40;2757,98;2846,33;2982,23;3145,71;3291,86;3335,36;3445,26;3575,32;
3265301000;"Powiat buski";1760,13;1842,15;1926,82;1980,24;2050,75;2272,20;2496,87;2624,09;2700,95;2825,85;2902,83;3062,17;3158,01;3301,87;
3265302000;"Powiat jędrzejowski";1963,38;2053,04;2101,44;2186,12;2269,46;2516,14;2776,59;2917,98;3040,91;3361,44;3611,17;3629,28;3811,90;3900,83;
3265303000;"Powiat kazimierski";1678,81;1647,02;1839,13;1885,75;1938,63;2059,36;2278,58;2466,75;2638,63;2740,14;2876,72;3001,17;3055,63;3142,99;
3265306000;"Powiat opatowski";2150,44;2092,70;2285,61;2251,75;2320,14;2449,52;2717,53;2542,34;2749,31;2869,20;3014,36;3085,06;3154,31;3255,65;
3265308000;"Powiat pińczowski";2446,79;2452,95;2558,31;2434,98;2536,79;2650,13;2628,18;2818,62;2895,48;3002,74;3100,89;3130,97;3246,61;3349,30;
3265309000;"Powiat sandomierski";1942,91;2017,92;2133,35;2336,31;2442,06;2678,36;2977,50;3078,47;3221,56;3324,91;3397,35;3415,98;3526,06;3665,14;
3265312000;"Powiat staszowski";2132,22;2060,74;2151,14;2241,81;2317,23;2546,78;2952,63;3030,68;3138,70;3328,52;3490,75;3470,07;3589,54;3760,61;
3265313000;"Powiat włoszczowski";1923,14;2012,95;2064,04;2096,56;2207,84;2465,81;2641,17;2676,26;2913,74;3050,54;3259,56;3307,07;3382,92;3510,22;
4000000000;"Region północno-zachodni";2036,14;2110,05;2188,49;2256,61;2371,18;2586,21;2840,54;2961,58;3095,22;3255,48;3374,52;3488,17;3585,15;3720,33;
4080000000;"LUBUSKIE";1936,54;1990,13;2067,56;2144,35;2235,01;2429,97;2653,55;2802,77;2920,43;3073,95;3203,18;3282,07;3425,38;3567,60;
4081300000;"PODREGION 13 - GORZOWSKI";1955,10;1989,89;2076,56;2127,57;2220,85;2402,43;2647,31;2796,87;2928,72;3065,04;3172,58;3284,14;3415,80;3536,99;
4081301000;"Powiat gorzowski";2099,55;2097,63;2221,83;2217,31;2342,37;2650,26;2803,77;2919,63;3069,29;3276,48;3408,69;3524,85;3597,06;3818,44;
4081303000;"Powiat międzyrzecki";1790,12;1842,27;1924,68;2027,83;2072,84;2285,92;2521,23;2644,90;2820,99;2988,21;3116,31;3216,20;3345,15;3466,06;
4081305000;"Powiat słubicki";2030,82;2087,91;2118,64;2067,48;2143,40;2264,63;2536,29;2733,88;2880,01;3068,31;3133,88;3282,94;3454,74;3534,54;
4081306000;"Powiat strzelecko-drezdenecki";1813,98;1882,31;2004,15;2077,67;2211,20;2354,42;2593,67;2665,56;2892,36;3030,54;3132,48;3261,10;3410,80;3552,74;
4081307000;"Powiat sulęciński";1649,04;1650,09;1731,52;1765,74;1837,51;1954,43;2130,99;2317,43;2414,19;2620,65;2716,04;2740,65;2925,57;3019,27;
4081361000;"Powiat m.Gorzów Wielkopolski";2008,87;2047,51;2135,61;2212,65;2319,81;2492,60;2763,15;2921,21;3014,26;3091,83;3197,03;3313,03;3432,87;3532,91;
4081400000;"PODREGION 14 - ZIELONOGÓRSKI";1924,29;1990,30;2061,62;2155,59;2244,42;2448,11;2657,56;2806,61;2915,10;3079,78;3223,32;3280,67;3431,80;3588,73;
4081402000;"Powiat krośnieński";1871,90;1868,10;1933,32;2021,99;2171,50;2389,68;2608,40;2725,00;2799,25;3026,18;3160,41;3232,97;3351,05;3503,74;
4081404000;"Powiat nowosolski";1700,79;1754,94;1813,73;1888,38;1942,99;2127,09;2380,12;2669,30;2804,18;2976,30;3089,18;3253,97;3372,90;3507,98;
4081408000;"Powiat świebodziński";1619,22;1736,40;1825,62;1957,86;2016,88;2226,14;2458,84;2520,07;2640,20;2858,26;2931,56;3104,58;3308,49;3455,57;
4081409000;"Powiat zielonogórski";1858,91;1947,03;2052,52;2171,40;2238,08;2475,25;2696,63;2765,05;2895,29;3073,28;3373,25;3320,76;3408,24;3699,79;
4081410000;"Powiat żagański";1737,05;1751,22;1813,73;1872,44;1928,76;2132,21;2316,79;2426,68;2560,00;2719,65;2889,16;3001,13;3125,35;3249,08;
4081411000;"Powiat żarski";1912,92;1984,90;2072,01;2186,90;2315,16;2526,79;2760,46;2928,90;3084,63;3276,98;3445,53;3501,25;3596,66;3712,82;
4081412000;"Powiat wschowski";1641,26;1668,68;1719,98;1806,28;1905,13;2138,36;2420,74;2534,57;2625,94;2822,65;2983,88;3006,82;3130,04;3233,14;
4081462000;"Powiat m.Zielona Góra";2181,97;2286,63;2369,60;2468,95;2586,19;2767,01;2908,94;3060,42;3138,35;3247,30;3351,95;3363,53;3578,27;3731,67;
4300000000;"WIELKOPOLSKIE";2047,58;2129,03;2204,31;2263,60;2389,00;2610,82;2868,81;2976,28;3126,36;3284,41;3397,25;3515,31;3597,69;3728,52;
4305700000;"PODREGION 57 - KALISKI";1760,26;1809,85;1855,69;1880,20;1988,33;2180,54;2403,91;2490,05;2603,67;2746,13;2853,24;2946,01;3050,61;3150,45;
4305706000;"Powiat jarociński";1599,86;1636,09;1664,71;1738,48;1846,26;1985,67;2157,02;2283,04;2378,79;2547,56;2596,34;2729,43;2803,80;2898,12;
4305707000;"Powiat kaliski";1655,12;1716,31;1741,39;1801,39;1908,26;2048,71;2355,83;2494,19;2561,69;2665,26;2723,72;2826,99;3007,45;3035,70;
4305708000;"Powiat kępiński";1356,20;1436,35;1436,99;1470,09;1583,52;1762,77;1993,43;2020,27;2106,84;2224,07;2349,11;2456,46;2544,18;2568,52;
4305712000;"Powiat krotoszyński";1671,90;1730,17;1761,19;1825,31;1954,07;2171,84;2384,97;2368,56;2499,96;2635,10;2729,22;2807,81;2849,87;2931,62;
4305717000;"Powiat ostrowski";1736,06;1790,22;1878,01;1945,19;2086,69;2303,28;2510,43;2616,26;2779,34;2896,13;3002,27;3086,65;3212,43;3357,37;
4305718000;"Powiat ostrzeszowski";1783,28;1823,04;1831,54;1867,94;2003,16;2223,45;2431,97;2576,64;2700,86;2875,32;3010,05;3032,51;3193,68;3338,34;
4305720000;"Powiat pleszewski";1633,17;1631,76;1724,27;1759,81;1873,20;2044,54;2329,23;2377,36;2541,49;2722,15;2881,88;3079,05;3190,51;3308,08;
4305761000;"Powiat m.Kalisz";2035,05;2096,01;2164,20;2139,04;2223,29;2418,10;2662,95;2777,37;2856,06;3030,68;3150,01;3264,40;3395,84;3532,30;
4305800000;"PODREGION 58 - KONIŃSKI";2053,15;2112,66;2147,93;2196,31;2290,86;2448,56;2649,16;2785,25;2907,87;3075,49;3141,08;3238,91;3336,53;3419,09;
4305803000;"Powiat gnieźnieński";1801,21;1886,79;1894,87;1990,85;2088,88;2282,85;2498,10;2605,75;2718,78;2874,23;3006,57;3143,38;3253,35;3386,42;
4305809000;"Powiat kolski";2118,24;2235,05;2355,46;2430,13;2529,17;2608,69;2816,18;2995,08;3153,48;3387,32;3350,56;3582,55;3624,38;3696,10;
4305810000;"Powiat koniński";2512,13;2500,50;2565,75;2581,53;2606,51;2693,75;2808,81;2940,77;3060,01;3178,62;3219,51;3297,59;3328,35;3319,18;
4305823000;"Powiat słupecki";1706,16;1758,66;1826,08;1903,07;2018,52;2165,49;2397,67;2532,49;2651,45;2783,93;2886,83;2951,09;3093,66;3171,47;
4305827000;"Powiat turecki";1933,88;2034,12;2050,28;2067,64;2145,13;2290,49;2478,11;2668,35;2768,39;2958,85;2977,38;2959,12;3025,00;2999,24;
4305830000;"Powiat wrzesiński";1660,85;1723,17;1824,64;1861,79;1972,45;2207,24;2457,00;2543,08;2653,68;2816,34;2932,62;3083,46;3264,85;3406,61;
4305862000;"Powiat m.Konin";2344,32;2387,14;2367,34;2403,22;2539,66;2717,53;2925,27;3073,39;3225,51;3397,78;3483,18;3546,68;3653,29;3790,14;
4305900000;"PODREGION 59 - LESZCZYŃSKI";1755,10;1823,64;1882,56;1904,72;2017,28;2231,88;2443,79;2582,70;2696,74;2850,87;2979,42;3124,90;3249,21;3348,82;
4305904000;"Powiat gostyński";1815,27;1928,06;1966,59;1928,95;2087,43;2296,05;2553,77;2733,37;2855,27;3004,76;3124,88;3238,49;3282,64;3415,02;
