Centrum Informatyczne Edukacji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dane identyfikacyjne szkół i placówek według danych SIO z 30 września 2015r.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nr 2015.09.30/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Słowniki do kodów zawarte są w załączonych plikach (slowniki.xls, podzial terytorialny.xls)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lp.,woj,pow,gm,Miejscowość,Klasa wielk.,Typ,Złożoność,"Nazwa szkoły, placówki",Patron,Ulica,Nr domu,Kod poczt.,Poczta,Telefon,Fax,WWW,Publiczność,Kateg. uczniów,Spec. szkoły,Związ. organiz.,Identyfikacja organu prowadzącego,Nazwa,woj,pow,gm,typ gminy,Indetyfikacja organu rejestrującego,Nazwa,woj,pow,gm,Regon,"Uczniowie, wychow., słuchacze",dziewczęta,w oddziałach przedszk.,Oddziały,pełnozatrudnieni,niepełnozat (stos.pracy),niepełnozat (w etatach)
9464,22,61,01,Gdańsk,2,00003,001,SZKOŁA PODSTAWOWA NR 86,,WIELKOPOLSKA,20,80-180,GDAŃSK,583099308,583099308,www.zkpig4gdansk.pl,001,001,100,0100,0001,Gmina,22,61,01,M,,,,,,19295512900000,1203,592,85,53.00,104,1,0.88
8769,20,61,01,Białystok,2,00003,001,Szkoła Podstawowa Nr 12 w Białymstoku,Zygmunt Gloger,Komisji Edukacji Narodowej,1A,15-687,Białystok,856793880,856793880,www.sp12bialystok.pl,001,001,100,0100,0001,Gmina,20,61,01,M,,,,,,00073531600000,1195,606,34,50.00,97,9,5.62
6807,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 344,Powstanie Warszawskie,Erazma z Zakroczymia,15,03-185,Warszawa,226149030,226766405,www.sp344.edu.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,01075781800000,1192,571,68,52.00,125,13,5.39
2818,08,62,01,Zielona Góra,2,00003,001,Szkoła Podstawowa nr 18,Arkady Fiedler,Francuska,10,65-941,Zielona Góra,684557777,684557777,www.sp18.zgora,001,001,100,0100,0001,Gmina,08,62,01,M,,,,,,97049750600000,1180,574,0,51.00,104,5,2.73
9457,22,61,01,Gdańsk,2,00003,001,Szkoła Podstawowa nr 8 im. Przyjaciół Ziemi,,Marcina Dragana,2,80-807,Gdańsk,583036579,583004875,www.sp8.gda.pl,001,001,100,0100,0001,Gmina,22,61,01,M,,,,,,19027433600000,1173,595,100,53.00,120,3,1.50
5782,14,18,04,Józefosław,3,00003,002,Publiczna Szkoła Podstawowa w Józefosławiu,,Kameralna,11,05-509,Piaseczno,227507440,227507440,www.jozefoslaw.szkola.pl,001,001,100,0100,0001,Gmina,14,18,04,M-Gm,,,,,,14105681800000,1171,598,48,53.00,0,0,0.00
2786,08,61,01,Gorzów Wielkopolski,2,00003,002,Szkoła Podstawowa nr 13,Arkady Fiedler,Szwoleżerów,2,66-400,Gorzów Wlkp.,957322237,957322237,www.zs13gorzow.pl,001,001,100,0100,0001,Gmina,08,61,01,M,,,,,,21126143800000,1165,610,0,50.00,0,0,0.00
9340,22,15,02,Rumia,2,00003,002,Szkoła Podstawowa Nr 9 w Rumi,kpt.ż.w. Karol Olgierd Borchardt,Stoczniowców,6,84-232,Rumia,586712917,586712917,www.rumia.edu.pl/SP9/,001,001,100,0100,0001,Gmina,22,15,02,M,,,,,,19294641000000,1158,562,123,49.00,0,0,0.00
11918,28,62,01,Olsztyn,2,00003,001,Szkoła Podstawowa Nr 30,Maria Zientara-Malewska,Pieczewska,10,10-699,Olsztyn,895419689,895419689,www.sp30.olsztyn.pl,001,001,100,0100,0001,Gmina,28,62,01,M,,,,,,00127933000000,1131,550,0,47.00,94,7,3.56
2446,06,63,01,Lublin,2,00003,001,Szkoła Podstawowa nr 43 w Lublinie,Ignacy Jan Paderewski,Józefa Śliwińskiego,5,20-861,Lublin,817411305,817408055,sp43lublin.eu,001,001,100,0100,0001,Gmina,06,63,01,M,,,,,,00121610400000,1129,561,0,52.00,101,8,3.89
6337,14,34,03,Ząbki,2,00003,001,Szkoła Podstawowa nr2,Jan Kochanowski,Batorego,11,05-091,Ząbki,227816066,227620508,www.sp2zabki.idsl.pl,001,001,100,0100,0001,Gmina,14,34,03,M,,,,,,00079963500000,1124,560,119,48.00,100,9,4.63
5059,12,61,01,Kraków,2,00003,001,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 162,prof.Władysław Szafer,Stojałowskiego,31,30-611,Kraków,126544059,126544059,www.sp162.pl,001,001,100,0100,0001,Gmina,12,61,01,M,,,,,,00070949000000,1115,549,0,48.00,92,11,6.98
2790,08,61,01,Gorzów Wielkopolski,2,00003,002,Szkoła Podstawowa nr 20,Bohaterów Westerplatte,Szarych Szeregów,7,66-400,Gorzów Wielkopolski,957229455,957229455,www.sp20.toxic.pl,001,001,100,0100,0001,Gmina,08,61,01,M,,,,,,21126051600000,1103,515,0,48.00,0,0,0.00
6713,14,65,01,Warszawa,2,00003,002,Szkoła Podstawowa nr 321,,Szadkowskiego,3,01-493,Warszawa,,,,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,14680738200010,1100,548,94,47.00,0,0,0.00
654,02,61,01,Jelenia Góra,2,00003,001,SZKOŁA PODSTAWOWA NR 11 W JELENIEJ GÓRZE,FRYDERYK CHOPIN,STANISŁAWA MONIUSZKI,9,58-506,JELENIA GÓRA,757531296,757531296,WWW.SP11JG.PL,001,001,100,0100,0001,Gmina,02,61,01,M,,,,,,00330111000000,1098,571,0,45.00,89,11,4.72
6615,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa nr 11,im I Dywizji Kościuszkowskiej,Keniga,20,02-495,Warszawa,226670927,226670927,www.sp11warszawa.edupage.org,001,001,100,0100,0002,Miasto na prawach powiatu,14,65,,,,,,,,00080042700000,1095,576,65,44.00,84,23,15.43
697,02,64,01,Wrocław,2,00003,002,Szkoła Podstawowa Nr 113,ADAM RAPACKI,ZEMSKA,16C,54-438,WROCŁAW,717827522,717827522,www.sp113.wroc.pl,001,001,100,0100,0001,Gmina,02,64,01,M,,,,,,93285146900000,1090,545,103,46.00,0,0,0.00
6336,14,34,03,Ząbki,2,00003,001,Szkoła Podstawowa nr 3 im. Małego Powstańca w Ząbkach,Mały Powstaniec,Kościelna,2,05-091,Ząbki,224875208,224875208,www.sp3zabki.pl,001,001,100,0100,0001,Gmina,14,34,03,M,,,,,,14243056100000,1089,553,0,44.00,95,8,5.28
3650,10,62,01,Piotrków Trybunalski,2,00003,001,Szkoła Podstawowa nr 12,Kornela Makuszyńskiego,Belzacka,104/106,97-300,Piotrków Trybunalski,446466858,446466858,www.sp12.piotrkow.pl,001,001,100,0100,0001,Gmina,10,62,01,M,,,,,,00109576400000,1086,545,0,45.00,76,5,3.11
6804,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 341,Twórców Literatury Dziecięcej,Oławska,3,01-494,Warszawa,226386128,226386128,www.sp341.edu.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,01006693600000,1086,565,0,46.00,121,7,3.75
306,02,13,03,Milicz,2,00003,002,Szkoła Podstawowa Nr 2 w Miliczu,,Mikołaja Kopernika,18,56-300,Milicz,713841792,713842640,www.sp2milicz.pl,001,001,100,0100,0001,Gmina,02,13,03,M-Gm,,,,,,93293643800000,1082,524,0,48.00,0,0,0.00
8827,20,62,01,Łomża,2,00003,001,Szkoła Podstawowa Nr 10 w Łomży,Jan Paweł II,Niemcewicza,17,18-404,Łomża,862189010,862189010,www.lomza.com/sp10,001,001,100,0100,0001,Gmina,20,62,01,M,,,,,,45010807400000,1063,541,0,45.00,91,5,3.16
13423,32,11,04,Police,2,00003,001,Szkoła Podstawowa nr 8,Jan Paweł II,PIASKOWA,99,72-010,POLICE,914324880,914324880,www.sp8police.eu,001,001,100,0100,0001,Gmina,32,11,04,M-Gm,,,,,,32082523000000,1061,493,0,48.00,86,11,5.83
11614,28,10,01,Mrągowo,2,00003,002,Szkoła Podstawowa Nr 1 w Mrągowie,,Bohaterów Warszawy,4,11-700,Mrągowo,897418680,897418681,www.zs1mragowo.edu.pl,001,001,100,0100,0001,Gmina,28,10,01,M,,,,,,00070764000000,1058,548,95,47.00,0,0,0.00
6617,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa Nr 112 z Oddziałami Integracyjnymi im. Marii Kownackiej,Maria Kownacka,Zaułek,34,03-287,Warszawa,227416200,227416200,www.sp112.waw.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,01269281000000,1057,501,159,49.00,105,27,13.08
13637,32,62,01,Szczecin,2,00003,001,Szkoła Podstawowa Nr 51,im. prof. St. Helsztyńskiego,Jodłowa,21,71-114,Szczecin,914523324,914523311,www.sp51.zp.pl,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,00000000022339,1057,473,75,45.00,83,17,11.59
9911,24,08,02,Mikołów,2,00003,001,Szkoła Podstawowa Nr 3 z Oddziałami Integracyjnymi im. Polskich Olimpijczyków w Mikołowie,Polskich Olimpijczyków,ks bpa Bandurskiego,1,43-190,Mikołów,322262206,322262206,www.sp3mikolow.edupage.org,001,001,100,0100,0001,Gmina,24,08,02,M,,,,,,00072675400000,1054,550,0,48.00,100,6,3.34
13613,32,62,01,Szczecin,2,00003,001,Szkoła Podstawowa nr 16,im. por. Zdzisława Przybylaka,Chobolańska,20,71-023,Szczecin,914833183,914832288,www.sp16.szczecin.pl,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,00021212700000,1051,501,71,43.00,80,6,2.68
1420,04,61,01,Bydgoszcz,2,00003,001,Szkoła Podstawowa nr 63,,Seweryna Goszczyńskiego,3,85-134,Bydgoszcz,523405599,523405599,www.sp63.eu,001,001,100,0100,0001,Gmina,04,61,01,M,,,,,,00249712800000,1046,508,25,45.00,83,17,8.01
6575,14,63,01,Radom,2,00003,001,Publiczna Szkoła Podstawowa Nr4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka w Radomiu,ŚW. Kazimierz Jagiellończyk,Wyścigowa,49,26-600,Radom,483654320,483653429,szkola@psp4.radom.pl,001,001,100,0100,0001,Gmina,14,63,01,M,,,,,,67094562900000,1044,493,151,45.00,89,8,3.48
9024,22,05,04,Sierakowice,3,00003,001,Szkoła Podstawowa w Sierakowicach,Florian Ceynowa,Kubusia Puchatka,7,83-340,Sierakowice,586816234,586816234,www.spsierakow.webd.pl,001,001,100,0100,0001,Gmina,22,05,04,Gm,,,,,,19058410800000,1043,509,185,45.00,69,2,1.43
990,04,07,01,Inowrocław,2,00003,001,Szkoła Podstawowa nr 4,im. Janusza Kusocińskiego,Szarych Szeregów,1,88-100,Inowrocław,523580260,523580260,www.s.p.4.pl,001,001,100,0100,0001,Gmina,04,07,01,M,,,,,,00121848000000,1042,525,0,42.00,73,4,2.88
9418,22,61,01,Gdańsk,2,00003,002,SZKOŁA PODSTAWOWA NR 19,IM. ZASŁUŻONYCH LUDZI MORZA,EMILII HOENE,6,80-041,GDAŃSK,583067500,583067500,www.zkpig6.gda.pl,001,001,100,0100,0001,Gmina,22,61,01,M,,,,,,19294515400000,1040,508,92,45.00,0,0,0.00
6279,14,32,06,Ożarów Mazowiecki,2,00003,001,Szkoła Podstawowa nr 1,Janusz Kusociński,Szkolna,2,05-850,Ożarów Mazowiecki,227211019,227211019,www.sp1ozarow.pl,001,001,100,0100,0001,Gmina,14,32,06,M-Gm,,,,,,00026447200000,1029,510,0,48.00,106,11,5.63
6757,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa nr 94 im. Pierwszego Marszałka Polski Józefa Piłsudskiego,im. I Marszałka Polski Józefa Piłsudskiego,Cietrzewia,22a,02-492,Warszawa,228637312,228637312,www.sp94.waw.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00080079800000,1029,499,0,42.00,78,18,12.17
6719,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa Nr 340,Profesor Bogusław Molski,Eugeniusza Lokajskiego,3,02-793,Warszawa,225466120,225466127,www.sp340.internetdsl.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,01300840200000,1027,497,0,42.00,100,12,7.34
6813,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa z Oddziałami Integracyjymi ne 154 W Warszawie,Pawła Edmunda Strzeleckiego,Leśnej Polanki,63/65,03-142,WARSZAWA,228112381,228844641,www.sp154.waw.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00080176300000,1027,508,0,46.00,111,5,2.95
6730,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa nr 4 w Warszawie,Władysław Broniewski,Walerego Sławka,9,02-495,Warszawa,226626780,226626780,,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00080045600000,1025,543,0,42.00,143,3,1.95
1422,04,61,01,Bydgoszcz,2,00003,001,Szkoła Podstawowa nr 65,Czesław Tański,Teodora Duracza,7,85-791,Bydgoszcz,523430966,523433244,www.sp65.bydgoszcz.pl,001,001,100,0100,0001,Gmina,04,61,01,M,,,,,,00250089900000,1022,493,33,47.00,105,4,2.45
13090,30,64,01,Poznań,2,00003,001,Szkoła Podstawowa nr 34,im. Wojska Polskiego,osiedle Bolesława Śmiałego,107,60-682,Poznań,618236221,618236221,www.sp34poznan.pl,001,001,100,0100,0001,Gmina,30,64,01,M,,,,,,00131694600000,1021,519,24,44.00,95,10,5.31
9121,22,08,01,Lębork,2,00003,001,SZKOŁA PODSTAWOWA NR 8,MIKOŁAJ KOPERNIK,MIRECKIEGO,10,84-300,LĘBORK,598621245,598621245,,001,001,100,0100,0001,Gmina,22,08,01,M,,,,,,00020941500000,1019,474,0,44.00,75,3,1.16
2002,06,11,01,Łuków,2,00003,002,Zespół Szkolno-Przedszkolny w Łukowie Szkoła Podstawowa nr 1 w Łukowie,ksiądz Grzegorz Piramowicz,Partyzantów,15,21-400,Łuków,257983357,257982346,www.sp1.lukow.pl,001,001,100,0100,0001,Gmina,06,11,01,M,,,,,,00026796700000,1017,515,0,42.00,0,0,0.00
876,04,03,01,Białe Błota,3,00003,001,Szkoła Podstawowa im. Juliusza Verne'a w Białych Błotach,Juliusz Verne,Centralna,27,86-005,Białe Błota,523814011,523814011,www.spbb.pl,001,001,100,0100,0001,Gmina,04,03,01,Gm,,,,,,00056198000000,1016,468,0,46.00,93,4,2.40
5914,14,21,02,Pruszków,2,00003,001,Szkoła Podstawowa nr 2,Kornel Makuszyński,Jasna,2,05-804,Pruszków,227587974,227587974,www.sp2pruszkow.edupage.org,001,001,100,0100,0001,Gmina,14,21,02,M,,,,,,01041896700000,1011,492,0,42.00,63,13,8.51
6270,14,32,05,Łomianki,2,00003,001,Szkoła Podstawowa nr 1 im. Marii Kownackiej,Maria Kownacka,Warszawska,73,05-092,Łomianki,227511554,227511554,sp1.lomianki.pl,001,001,100,0100,0001,Gmina,14,32,05,M-Gm,,,,,,00026937000000,1009,469,54,43.00,85,23,15.39
13624,32,62,01,Szczecin,2,00003,001,Szkoła Podstawowa Nr 35,Jan Paweł II,Świętoborzyców,40,71-665,Szczecin,914422465,914422465,www.sp35.szczecin.pl,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,00126871000000,1006,514,50,41.00,89,7,2.48
6335,14,34,03,Ząbki,2,00003,001,Szkoła Podstawowa Nr 1,Gen. Franciszka Kleeberga,Piłsudskiego,35,05-091,Ząbki,227816193,227816193,www.sp1Zabki.republika.pl,001,001,100,0100,0001,Gmina,14,34,03,M,,,,,,00079962900000,1000,487,117,42.00,90,17,9.06
5937,14,21,06,Raszyn,3,00003,001,Szkoła Podstawowa im. Cypriana Godebskiego,Cyprian Godebski,Szkolna,2,05-090,Raszyn,227159910,227159933,www.spraszyn.pl,001,001,100,0100,0001,Gmina,14,21,06,Gm,,,,,,00055404600000,999,504,73,44.00,87,3,1.77
6389,14,34,12,Wołomin,2,00003,001,Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi,im. Królowej Jadwigi,Poprzeczna,6,05-200,Wołomin,227764221,227764221,www.sp7wolomin.edupage.org,001,001,100,0100,0001,Gmina,14,34,12,M-Gm,,,,,,01603798200000,998,507,0,42.00,72,8,4.12
3059,10,08,02,Pabianice,2,00003,001,Szkoła Podstawowa nr 3,Mikołaj Kopernik,Mokra,28/34,95-200,Pabianice,422150725,422264854,www.sp3pabianice.pl,001,001,100,0100,0001,Gmina,10,08,02,M,,,,,,00138500200000,997,488,0,38.00,63,6,3.68
6709,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa nr 314,Przyjaciół Ziemi,Porajów,3,03-188,Warszawa,228114007,228114007,www.sp314.edupage.org,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00106098400000,992,485,139,47.00,99,9,4.59
12712,30,21,15,Suchy Las,3,00003,001,Szkoła Podstawowa w Suchym Lesie,Wojciech Bogusławski,Szkolna,15,62-002,Suchy Las,618125191,616521298,www.spsuchylas.republika.pl,001,001,100,0100,0001,Gmina,30,21,15,Gm,,,,,,63019460500000,992,473,0,41.00,73,10,5.07
12717,30,21,16,Swarzędz,2,00003,001,Szkoła Podstawowa nr 4,Jan Brzechwa,Kościuszkowców,4,62-020,Swarzędz,618174326,618174326,www.czworka.edu.pl,001,001,100,0100,0001,Gmina,30,21,16,M-Gm,,,,,,00139209000000,989,460,60,48.00,95,2,0.64
5395,14,08,02,Jabłonna,3,00003,001,Szkoła Podstawowa im. Armii Krajowej,im. Armii Krajowej,Szkolna,2,05-110,Jabłonna,227824643,227824643,www.sp-jablonna.pl,001,001,100,0100,0001,Gmina,14,08,02,Gm,,,,,,00062735400000,987,421,145,41.00,84,11,6.79
9339,22,15,02,Rumia,2,00003,001,Szkoła Podstawowa nr 6 w Rumi,Aleksander Majkowski,Sienkiewicza,30,84-230,Rumia,586710150,586794338,www.sp6rumia.edu.pl,001,001,100,0100,0001,Gmina,22,15,02,M,,,,,,00073643900000,978,481,120,47.00,111,2,1.39
13648,32,62,01,Szczecin,2,00003,001,Szkoła Podstawowa nr 7,Helena Raszka,Złotowska,86,71-793,Szczecin,914269830,914268922,www.sp7.eu,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,00020951000000,977,489,72,39.00,71,11,6.15
13650,32,62,01,Szczecin,2,00003,001,Szkoła Podstawowa Nr 74,Stanisław Groński,Seledynowa,50,70-781,Szczecin,914631791,914631791,www.sp74.szczecin.pl,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,81051291900000,977,478,45,42.00,77,13,7.51
6640,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa nr 16,Tony Halik,Wilczy Dół,4,02-798,Warszawa,226496602,226496602,www.16wawa.internetdsl.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,01531040100000,976,480,0,42.00,105,5,3.52
13640,32,62,01,Szczecin,2,00003,002,Szkoła Podstawowa nr 55,,Orawska,1,70-131,Szczecin,914820078,914820078,www.blekitna.szczecin.pl,001,001,100,0100,0001,Gmina,32,62,01,M,,,,,,81200543400000,976,486,74,41.00,0,0,0.00
6811,14,65,01,Warszawa,2,00003,001,Szkoła Podstawowa z Oddziałami Integracyjnymi nr 82,Jana Pawła II,Górczewska,201,01-459,Warszawa,226640699,226640699,www.sp82.edupage.org,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00080091800000,974,499,0,41.00,103,3,1.50
12431,30,15,04,Nowy Tomyśl,2,00003,001,Szkoła Podstawowa nr 2,Maria Skłodowska-Curie,3-go Stycznia,12,64-300,Nowy Tomyśl,614422614,614422614,www.sp2.nowytomysl.pl,001,001,100,0100,0001,Gmina,30,15,04,M-Gm,,,,,,00122571200000,969,486,0,39.00,73,5,1.74
6515,14,61,01,Ostrołęka,2,00003,001,Szkoła Podstawowa nr 10 w Ostrołęce,Jan Paweł II,gen. Zygmunta Berlinga,16,07-410,Ostrołęka,297602589,297602589,SP10.OSTROLEKA.EDU.PL,001,001,100,0100,0001,Gmina,14,61,01,M,,,,,,55002847800000,967,476,0,43.00,82,9,4.72
9405,22,61,01,Gdańsk,2,00003,001,Pozytywna Szkoła Podstawowa w Gdańsku,Arkadiusz Aram Rybicki,Azaliowa,18,80-177,Gdańsk,583412605,587364310,azaliowa.pozytywneinicjatywy.pl,001,001,100,0100,0031,Pozytywne Inicjatywy - Edukacja sp. z o.o.,22,11,03,M,0001,Gmina M. Gdańsk (miejska),22,61,01,22214201800000,966,439,99,48.00,1,0,0.00
6572,14,63,01,Radom,2,00003,001,Publiczna Szkoła Podstawowa Nr 6 w Radomiu,"""im.Orła Białego""",Rapackiego,24,26-600,Radom,483647054,483647055,www.psp6radom.neostrada.pl,001,001,100,0100,0001,Gmina,14,63,01,M,,,,,,67273780000000,964,444,150,43.00,91,8,4.59
12718,30,21,16,Swarzędz,2,00003,001,Szkoła Podstawowa nr 5,prof.Adam Wodziczko,OSIEDLE MIELŻYŃSKIEGO,3A,62-020,SWARZĘDZ,618175303,618175900,www.sp5swarzedz.edu.pl,001,001,100,0100,0001,Gmina,30,21,16,M-Gm,,,,,,63015186600000,962,475,47,43.00,71,4,2.17
2813,08,62,01,Zielona Góra,2,00003,001,Szkoła Podstawowa nr 11 z Oddziałami Integracyjnymi,Kornel Makuszyński,Spawaczy,3 d,65-119,Zielona Góra,684518951,684518951,www.sp11zg.pl,001,001,100,0100,0001,Gmina,08,62,01,M,,,,,,97049937900000,958,494,0,43.00,90,20,7.98
6598,14,65,01,Warszawa,2,00003,001,Szkola Podstawowa z Oddziałami Integracyjnymi nr 14,Bohaterów Warszawy,Sosnkowskiego,10,02-495,Warszawa,226626405,226626405,www.szkolanr14.pl,001,001,100,0100,0001,Gmina,14,65,01,M,,,,,,00080044000000,955,462,47,43.00,93,13,6.67
